Recipient,Activity namE,Award amount,Award date,Decision Month,Decision quarter,ACE Area,Local authority,Main discipline,Strand,Time-Limited Priority,
Marcia Edwards,"Spaghetti Junction Festival, Library Performances and Workshops (ReSubmission)","£29,891",15-May-24,May,Q1,Midlands,Dudley,Dance,"£30,000 and below",
Jade Sloan,Daisy Donald - Final Creation & Pilot Tour,"£32,100",15-May-24,May,Q1,North,Darlington,Theatre,"£30,000 and below",
Thunk-It Theatre Cic,New Girl,"£22,638",15-May-24,May,Q1,North,East Riding of Yorkshire,Theatre,"£30,000 and below",
Carlos Ossa,Latinx Youth Theatre,"£29,896",15-May-24,May,Q1,London,Richmond upon Thames,Theatre,"£30,000 and below",
Curious Arts Ltd,"Curious Arts 2024: LGBTQIA+ arts, Pride development and strategic growth in the Tees Valley and beyond","£100,000",17-May-24,May,Q1,North,Hartlepool,Combined arts,"Above £30,000",
Wooden Roots,Wooden Roots Experience phase 2,"£43,662",17-May-24,May,Q1,South East,East Suffolk,Music,"Above £30,000",
Joss Arnott Dance,JAD Organisational Development,"£46,500",17-May-24,May,Q1,North,Rochdale,Dance,"Above £30,000",
Manchester Carnival Together CIC,MCC CREATIVE'24,"£52,000",17-May-24,May,Q1,North,Manchester,Combined arts,"Above £30,000",
Turntable Gallery,turntable gallery 2024,"£78,007",17-May-24,May,Q1,North,North East Lincolnshire,Visual arts,"Above £30,000",
Funnelwick Limb,The Chronicles of Atom and Luna Autumn Tour 2024,"£78,000",21-May-24,May,Q1,South East,Tendring,Literature,"Above £30,000 - Over £30k Touring project",
Sarah Sweeney,No one Here is Me,"£20,449",21-May-24,May,Q1,South East,Canterbury,Theatre,"£30,000 and below",
Birmingham Royal Ballet,International Touring Application,"£136,330",21-May-24,May,Q1,Midlands,Birmingham,Dance,"Above £30,000 - Over £30k Touring project",
Newhaven Art Space,Newhaven Open Call,"£30,800",21-May-24,May,Q1,South East,Lewes,Visual arts,"£30,000 and below",
Tiny and Tall Productions Ltd,The Detective Dog for Deaf & Hearing Audiences - National Tour 2025,"£107,613",21-May-24,May,Q1,South West,"Bristol, City of",Theatre,"Above £30,000 - Over £30k Touring project",
Alina Orchestra,202425 Alina,"£29,677",21-May-24,May,Q1,South East,Central Bedfordshire,Music,"£30,000 and below",
Difference Matters Ltd,National Tour of Cured,"£152,139",21-May-24,May,Q1,North,Liverpool,Theatre,"Above £30,000 - Over £30k Touring project",
Ruth Singer,Mary Linwood Exhibition (2),"£33,350",21-May-24,May,Q1,Midlands,Charnwood,Visual arts,"£30,000 and below",
Concrete Youth,Sensory Cinders - West End & National Tour,"£85,000",21-May-24,May,Q1,North,"Kingston upon Hull, City of",Theatre,"Above £30,000 - Over £30k Touring project",
Pagrav Company Limited,Pagrav Reaching Further: National and International Touring,"£124,130",21-May-24,May,Q1,South East,Milton Keynes,Dance,"Above £30,000 - Over £30k Touring project",
Peterborough Sings!,Embracing Differences: Developing Inclusivity and Relevance in Lower Voice Choirs,"£10,000",21-May-24,May,Q1,South East,Peterborough,Music,"£30,000 and below",
Orchestra of the Age of Enlightenment,The Fairy Queen - Three Wishes,"£125,495",21-May-24,May,Q1,London,Camden,Music,"Above £30,000 - Over £30k Touring project",
Constantine Gras,Grenfell Tower Artist's Book,"£29,999",22-May-24,May,Q1,London,Brent,Visual arts,"£30,000 and below",
Artworx,"Earth, Art and Music Project","£10,905",22-May-24,May,Q1,South West,Fareham,Combined arts,"£30,000 and below",
Chad McCrae-Taylor,Closer to My Dreams - resubmission,"£17,350",22-May-24,May,Q1,North,Trafford,Dance,"£30,000 and below",
Amy-Louise Nicholas,The Business of Love R&D,"£14,176",22-May-24,May,Q1,North,Warrington,Theatre,"£30,000 and below",
John Dinneen,DEVAS SUMMER 24,"£11,055",22-May-24,May,Q1,London,Ealing,Theatre,"£30,000 and below",
Co-Motion Projects CIC,CoMotion Pilot,"£49,640",22-May-24,May,Q1,South West,Cornwall,Combined arts,"£30,000 and below",
Joe Sellman-Leava,"IT'S THE ECONOMY, STUPID! Rehearsal and Pilot Tour (resubmission)","£25,520",22-May-24,May,Q1,South West,Mid Devon,Theatre,"£30,000 and below",
THE WINDOWS PROJECT,COMMUNITY WRITING DEVELOPMENT,"£20,140",22-May-24,May,Q1,North,Liverpool,Literature,"£30,000 and below",
Alison Surtees,Kick Like A Girl-Extra Time,"£25,400",22-May-24,May,Q1,North,Salford,Music,"£30,000 and below",
Brittany St. Catherine,Bitter Sleep,"£24,575",22-May-24,May,Q1,North,Leeds,Combined arts,"£30,000 and below",
Eliza Cass,Partners,"£22,553",22-May-24,May,Q1,South West,Hackney,Theatre,"£30,000 and below",
Becky McChrystal,Brent Music Academy - industry pathway,"£20,000",22-May-24,May,Q1,London,Islington,Music,"£30,000 and below",
Stella Howard,Creative Pathways,"£32,624",22-May-24,May,Q1,London,Newham,Combined arts,"£30,000 and below",
Goethe-Institut London,Cultural Bridge 2024-2027,"£455,000",23-May-24,May,Q1,London,Westminster,Not discipline specific,"Above £30,000 - Major Project",
432 NO-MAD’S C.I.C,Refugee week - Our Home,"£30,000",28-May-24,May,Q1,South West,Portsmouth,Combined arts,"£30,000 and below",
Quill & Inkling,Beowulf Summer 2024,"£12,500",28-May-24,May,Q1,South East,Norwich,Theatre,"£30,000 and below",
Daisy Bourne,FERAL Creation & Touring model development,"£34,500",28-May-24,May,Q1,South East,Norwich,Theatre,"£30,000 and below",
Robin Hatcher,Resubmission: Tonight Someone Dies R&D,"£29,253",28-May-24,May,Q1,South East,Brighton and Hove,Theatre,"£30,000 and below",
Film and Photo League,Workers' Film & Photography in East London,"£11,905",28-May-24,May,Q1,South East,South Cambridgeshire,Visual arts,"£30,000 and below",
Inspiration Arts,Carnival Arts Project,"£50,000",28-May-24,May,Q1,London,Waltham Forest,Combined arts,"Above £30,000",
Jodi Ternent,Walls of Light,"£20,400",28-May-24,May,Q1,Midlands,Sandwell,Visual arts,"£30,000 and below",
Forward 4 Wiz Trust,Pay It Forw4rd,"£29,955",28-May-24,May,Q1,South West,Rushmoor,Music,"£30,000 and below",
New Brewery Art ltd,Crafting a life for yourself,"£24,790",28-May-24,May,Q1,South West,Cotswold,Visual arts,"£30,000 and below",
Fouda Ouro-Gnao,"You’re a man now, boy (2nd submission)","£15,073",29-May-24,May,Q1,London,Enfield,Dance,"£30,000 and below",
From The Other Side Ltd,The Other Side of Hope 4,"£59,966",29-May-24,May,Q1,Midlands,Leicester,Literature,"Above £30,000",
Lake District Music,"Lake District Music 2024: Transformations: a reimagined 9-month programme including the only major music festival in Cumbria, plus year-round school, community & young artists activities across excluded Cumbria, centred in low arts-engaged Barrow reaching 6000+","£45,500",29-May-24,May,Q1,North,Westmorland and Furness,Combined arts,"Above £30,000",
The Black Art Hub,The Black Art Hub CIC Project,"£31,690",29-May-24,May,Q1,South East,Medway,Combined arts,"£30,000 and below",
Francisco de la Mora Maurer,The Saturday Morning Rubbish Club,"£12,500",29-May-24,May,Q1,London,Hackney,Literature,"£30,000 and below",
Displace Yourself Theatre,A World Without Death 2024,"£88,532",29-May-24,May,Q1,North,Bradford,Theatre,"Above £30,000",
The BAME Project,BURY MELA 2024,"£30,000",29-May-24,May,Q1,North,Bury,Combined arts,"£30,000 and below",
Brighton Youth Centre,BFest Moving,"£28,967",29-May-24,May,Q1,South East,Brighton and Hove,Combined arts,"£30,000 and below",
Make Space Circus,Where Do I Sit?,"£18,590",29-May-24,May,Q1,London,Tower Hamlets,Theatre,"£30,000 and below",
Bladder and String,Berlin's Third Sex R&D,"£28,029",29-May-24,May,Q1,Midlands,Coventry,Theatre,"£30,000 and below",
Sarah Golding,HOT R&D (Resubmission),"£26,209",29-May-24,May,Q1,London,Gravesham,Dance,"£30,000 and below",
Megan Stuart,Winter Sculpture Park in Thamesmead,"£14,416",29-May-24,May,Q1,London,Bexley,Visual arts,"£30,000 and below",
FarGo Village,FarGo Village 10th Birthday Festival,"£20,000",29-May-24,May,Q1,Midlands,Coventry,Combined arts,"£30,000 and below",
Delvene Pitt,Journey: The Black British Historical Puppet Show,"£29,412",29-May-24,May,Q1,London,Croydon,Theatre,"£30,000 and below",
Finn Morrell,Temper Theatre: Enriching Communities Through Strategic Touring & Creative Outreach (resubmission),"£30,000",29-May-24,May,Q1,London,East Cambridgeshire,Theatre,"£30,000 and below",
Fallen Angels Dance Theatre,Immersive Digital Dance Project for Recovery Month,"£40,500",29-May-24,May,Q1,North,Cheshire West and Chester,Dance,"Above £30,000",
Ryedale Festival,Ryedale Festival 2024,"£30,000",29-May-24,May,Q1,North,North Yorkshire,Music,"£30,000 and below",
Mobilise Arts,The Queer Motherhood Project,"£15,700",29-May-24,May,Q1,Midlands,Malvern Hills,Theatre,"£30,000 and below",
Houria Niati,ID/Entite24,"£19,254",29-May-24,May,Q1,London,Ealing,Visual arts,"£30,000 and below",
Cheslav Singh,LightSounds 2024,"£29,710",29-May-24,May,Q1,London,Hammersmith and Fulham,Combined arts,"£30,000 and below",
Hartlepool Community Hubs & Wellbeing,Colours of Courage: Building an Inclusive Teen Zine Sanctuary,"£14,362",29-May-24,May,Q1,North,Hartlepool,Libraries,"£30,000 and below",Universal Library Offers
Elana Binysh,I think it was a feeling R&D,"£29,851",29-May-24,May,Q1,London,Islington,Visual arts,"£30,000 and below",
Sam Morris,Development and performance of new theatre show: GAPS,"£6,117",29-May-24,May,Q1,London,Haringey,Theatre,"£30,000 and below",
Jason Baron,Take One a Day,"£9,288",29-May-24,May,Q1,London,Barnet,Visual arts,"£30,000 and below",
Mirador,Jukebox Project,"£37,000",29-May-24,May,Q1,North,Fylde,Combined arts,"Above £30,000",
ZU-UK (ZECORA URA THEATRE COMPANY),"EXPANDING TOUCH: a new disabled-led artwork R&D with/for/by visually impaired participants, and a programme of Brazil-UK disabled artist exchange","£39,780",29-May-24,May,Q1,North,Sefton,Digital Arts,"£30,000 and below",
Stephanie Papadopoulos,Indigo Carnival Project and Show,"£15,000",29-May-24,May,Q1,London,Barnet,Combined arts,"£30,000 and below",
Cerys Bradley,'Queer Tales For Autistic Folk' R&D: Developing participatory theatre for Neurodivergent audiences,"£17,051",29-May-24,May,Q1,London,Brent,Theatre,"£30,000 and below",
Beats Lab CIC,Future Flow,"£15,454",29-May-24,May,Q1,London,Lewisham,Music,"£30,000 and below",
Fluid Motion Theatre Company,Totton Creative Support Hub,"£57,035",29-May-24,May,Q1,South West,Basingstoke and Deane,Combined arts,"Above £30,000",
Stand and Be Counted Theatre Company,The Participant Artist Leadership Programme,"£109,000",29-May-24,May,Q1,North,Oldham,Theatre,"Above £30,000",
Phil Baird,There's Always a Wish In Lewisham,"£6,515",29-May-24,May,Q1,London,Lewisham,Visual arts,"£30,000 and below",
Surge Forward Music and Arts CIC,Surge Forward 2024,"£18,460",29-May-24,May,Q1,Midlands,Shropshire,Music,"£30,000 and below",
Magic Acorns CIC,Building Our Belonging,"£100,000",30-May-24,May,Q1,South East,Great Yarmouth,Combined arts,"Above £30,000",
J-Night,Hull Jazz Out of the Box,"£20,000",30-May-24,May,Q1,North,York,Music,"£30,000 and below",
videoclub,Dreamy Place 2024,"£92,818",30-May-24,May,Q1,South East,Adur,Combined arts,"Above £30,000",
Roots,LGBTQ+ Talent Development Lab,"£32,890",30-May-24,May,Q1,North,North Yorkshire,Theatre,"£30,000 and below",
Ryoko Akama,"un(an)kN-O-wn : 2 months R&D (interview , new sound work) + Outcome (Interactive Website with Online Talk & Social Event with Workshop, Talk, Food and Performance)","£12,400",30-May-24,May,Q1,North,Kirklees,Music,"£30,000 and below",
Louis Dorton,Street Culture Public Engagement,"£30,000",30-May-24,May,Q1,North,"Kingston upon Hull, City of",Visual arts,"£30,000 and below",
Jo Ashbridge,Sync or Swim Performance Project,"£28,700",30-May-24,May,Q1,North,"Kingston upon Hull, City of",Dance,"£30,000 and below",
Karl Murphy,Extension Residency - Extend My Arms (Jersey Residency 2024),"£29,587",4-Jun-24,June,Q1,London,Haringey,Visual arts,"£30,000 and below",
LegalAliens Theatre,Migration IV,"£28,500",4-Jun-24,June,Q1,London,Haringey,Theatre,"£30,000 and below",
Sam Curtis Lindsay,Hackney Showroom Young Artists RESUBMISSION,"£23,768",4-Jun-24,June,Q1,London,Waltham Forest,Combined arts,"£30,000 and below",
Brick Project CIC,Westgate Street Brick Project,"£30,629",5-Jun-24,June,Q1,South West,Tewkesbury,Visual arts,"£30,000 and below",
Lucy Curry,Subterranea,"£26,300",5-Jun-24,June,Q1,North,Gateshead,Theatre,"£30,000 and below",
Leeds International Piano Competition,Bradford Piano Trail Festival Activity,"£28,931",5-Jun-24,June,Q1,North,Leeds,Music,"£30,000 and below",
Rob Johnston,Golden Years,"£6,900",5-Jun-24,June,Q1,North,Trafford,Theatre,"£30,000 and below",
Soledad Zarate,"Lottie, The Travelling Doll tours across England","£11,406",5-Jun-24,June,Q1,London,Hammersmith and Fulham,Theatre,"£30,000 and below",
Hastings Book Festival CIC,Hastings Book Festival 2024,"£30,000",5-Jun-24,June,Q1,South East,Hastings,Literature,"£30,000 and below",
Lily Bedigan,Spiders. Golf. Girl in the Wood. Workshop,"£23,101",5-Jun-24,June,Q1,Midlands,Shropshire,Theatre,"£30,000 and below",
JOP Arts,Ayup Me Queer - Resubmission,"£30,000",5-Jun-24,June,Q1,Midlands,Nottingham,Combined arts,"£30,000 and below",
Benjamin Elliott,Blue Badge Bunch: Library & Schools Tour and The Academy Development,"£28,550",5-Jun-24,June,Q1,Midlands,Ashfield,Theatre,"£30,000 and below",
Lewis Buxton,Friend 2024,"£13,725",5-Jun-24,June,Q1,South East,Norwich,Literature,"£30,000 and below",
Hannah Khan,Cancer B*tch! Research & Development,"£30,000",5-Jun-24,June,Q1,South West,Oxford,Theatre,"£30,000 and below",
Emma-Louise Howell,"I Really Do Think This Will Change Your Life - Redevelopment, Audience & Engagement Development & Digital Production","£35,099",5-Jun-24,June,Q1,Midlands,South Holland,Theatre,"£30,000 and below",
Portsmouth City Council - Museums,Unlocking The Quietness of Feeling,"£30,000",5-Jun-24,June,Q1,South West,Portsmouth,Museums,"£30,000 and below",Unlocking Collections
James Cousins Company,Getting Closer - R&D Film and Multimedia performance,"£15,081",5-Jun-24,June,Q1,South East,West Berkshire,Dance,"£30,000 and below",
Alice Fitzgerald,Shooting Pains: Script development workshop for new play on scoliosis,"£13,328",5-Jun-24,June,Q1,London,Lambeth,Theatre,"£30,000 and below",
Elevator Arts CIC,Creative Routes,"£27,289",5-Jun-24,June,Q1,South East,Southend-on-Sea,Combined arts,"£30,000 and below",
eastcheapspace,Garden City Renaissance,"£29,974",5-Jun-24,June,Q1,South East,North Hertfordshire,Visual arts,"£30,000 and below",
Ashfield District Council,ASHFIELD CREATES,"£1,000,000",5-Jun-24,June,Q1,Midlands,Ashfield,Not discipline specific,"Above £30,000 - Place Partnership project",
Barnet Libraries,Loving Life,"£29,912",5-Jun-24,June,Q1,London,Barnet,Libraries,"£30,000 and below",Universal Library Offers
6FootStories Ltd,6FootStories Summer Festival Season,"£29,654",5-Jun-24,June,Q1,South East,Medway,Theatre,"£30,000 and below",
Medway Pride CIC,Medway Pride 2024 and Medway Pride Fringe Events,"£29,900",5-Jun-24,June,Q1,South East,Medway,Combined arts,"£30,000 and below",
Peter Keeley,That Love Thing - Launch Project,"£36,500",5-Jun-24,June,Q1,North,Manchester,Theatre,"£30,000 and below",
Lincoln Book Festival,Lincoln Book Festival 2024,"£22,048",5-Jun-24,June,Q1,Midlands,Lincoln,Literature,"£30,000 and below",
Alex Moran,Shock Horror (2024),"£14,220",5-Jun-24,June,Q1,North,Leeds,Theatre,"£30,000 and below",
Daniel Mawson,The Galileo Project,"£14,730",5-Jun-24,June,Q1,North,Lancaster,Theatre,"£30,000 and below",
Elaine Collins,DDDivas rehearsals and tour 2024,"£30,919",5-Jun-24,June,Q1,North,Liverpool,Theatre,"£30,000 and below",
JuNK TV,'3 Journeys' - developing accessibility in playful media creation for disabled artists 2024,"£31,949",5-Jun-24,June,Q1,South East,Brighton and Hove,Digital Arts,"£30,000 and below",
ThirdSpace Theatre,Let It Be A Tale,"£29,990",5-Jun-24,June,Q1,South East,Brighton and Hove,Theatre,"£30,000 and below",
Alex Ho,Bound/Unbound,"£6,000",5-Jun-24,June,Q1,South East,Cambridge,Theatre,"£30,000 and below",
Stephen Lightbown,"And I Climbed, And I Climbed","£13,257",5-Jun-24,June,Q1,South West,"Bristol, City of",Theatre,"£30,000 and below",
Abda Khan,Aurat Kahani: Women's Stories of South Asian Migration,"£24,710",5-Jun-24,June,Q1,Midlands,Solihull,Literature,"£30,000 and below",
Archie Rowell,Family Caring for Family R+D,"£8,741",5-Jun-24,June,Q1,South West,Dorset,Theatre,"£30,000 and below",
Industrial Heritage Stronghold,Reserved Occupations,"£30,000",5-Jun-24,June,Q1,Midlands,Sandwell,Visual arts,"£30,000 and below",
Birmingham Jazz,Black History Month - 2024,"£9,650",5-Jun-24,June,Q1,Midlands,Solihull,Music,"£30,000 and below",
Curl Girl Productions,The Valley of Queens,"£32,208",5-Jun-24,June,Q1,Midlands,Sandwell,Theatre,"£30,000 and below",
Few Good Men Limited,"AFRIFEST EAST: Bringing African music, performance & culture to East Anglia","£29,500",5-Jun-24,June,Q1,South East,Harlow,Combined arts,"£30,000 and below",
Alicia Foster,Notes on cafes and bedrooms,"£17,440",5-Jun-24,June,Q1,South East,Folkestone and Hythe,Literature,"£30,000 and below",
Amy Zhang,Margot Robbie in a Bubble Bath,"£1,660",5-Jun-24,June,Q1,London,City of London,Theatre,"£30,000 and below",
London Borough of Tower Hamlets,A Season of Bangla Drama 2024,"£30,000",5-Jun-24,June,Q1,London,Tower Hamlets,Theatre,"£30,000 and below",
Hannah Thompson,The Village Circus Project,"£30,000",5-Jun-24,June,Q1,North,County Durham,Theatre,"£30,000 and below",
Cleo Savva,REZON8 x ALCHEMY x ALBANY YOUTH x GOS,"£19,585",5-Jun-24,June,Q1,London,Lewisham,Music,"£30,000 and below",
Sandown Carnival Association,The Regatta Hat Factory,"£16,500",5-Jun-24,June,Q1,South West,Isle of Wight,Combined arts,"£30,000 and below",
Kate Veysey,How to Be a Kid: Professional CPD for graduates,"£28,411",5-Jun-24,June,Q1,North,York,Theatre,"£30,000 and below",
Sidmouth FolkWeek Productions Ltd,Accessing Sidmouth 2,"£26,350",7-Jun-24,June,Q1,South West,Havant,Music,"£30,000 and below",Supporting Grassroots Music
East Staffordshire Borough Council,SONIC BOOM FESTIVAL 2024,"£30,000",7-Jun-24,June,Q1,Midlands,East Staffordshire,Music,"£30,000 and below",Supporting Grassroots Music
Jazz At The Spotted Dog,"Jazz at the Spotted Dog: grassroots jazz, development & inclusivity","£28,989",7-Jun-24,June,Q1,Midlands,Birmingham,Music,"£30,000 and below",Supporting Grassroots Music
Lucien Calkin,Accidental Meeting x Nyege Nyege,"£26,756",7-Jun-24,June,Q1,South West,"Bristol, City of",Music,"£30,000 and below",Supporting Grassroots Music
Harmony Associates,Cumberlandia,"£4,575",7-Jun-24,June,Q1,North,Cumberland,Music,"£30,000 and below",Supporting Grassroots Music
ART EAT events,Wild Walls Festival,"£100,417",7-Jun-24,June,Q1,South East,Ipswich,Combined arts,"Above £30,000",
OLD CHAPEL MUSIC CIC,Sound Engineer Sole Traders,"£29,666",7-Jun-24,June,Q1,North,Leeds,Music,"£30,000 and below",Supporting Grassroots Music
We Out Here Ltd,Future Foundations,"£28,635",7-Jun-24,June,Q1,South West,Cheltenham,Music,"£30,000 and below",Supporting Grassroots Music
Grace Thambyrajah,Curating Stage At Summer Festival,"£16,840",7-Jun-24,June,Q1,North,Manchester,Music,"£30,000 and below",Supporting Grassroots Music
Emily Moore,"Another Sky 2024 - festival, network & artist development","£33,150",7-Jun-24,June,Q1,London,Lewisham,Music,"£30,000 and below",Supporting Grassroots Music
Real UKU Ltd,BBMC Grassroots Support,"£29,750",7-Jun-24,June,Q1,London,Brent,Music,"£30,000 and below",Supporting Grassroots Music
Alliance Of Independent Promoters CIC,AIP 2024,"£30,000",7-Jun-24,June,Q1,South East,Dacorum,Music,"£30,000 and below",Supporting Grassroots Music
Plain View Production Ltd,A More Diverse Schedule,"£24,350",7-Jun-24,June,Q1,North,Wigan,Music,"£30,000 and below",Supporting Grassroots Music
Beat This C.I.C,From The Ground Up: An Innovative Music Platform For Artists With Complex Needs,"£34,407",10-Jun-24,June,Q1,South East,Peterborough,Music,"Above £30,000",Supporting Grassroots Music
OSR Projects,Od Arts Festival 2025,"£49,750",11-Jun-24,June,Q1,South West,Somerset,Visual arts,"Above £30,000",
Emma Frankland,TRAP R&D,"£17,177",11-Jun-24,June,Q1,South East,Adur,Theatre,"£30,000 and below",
Kernow Education Arts Partnership,Welcome / Dynnargh 24-25,"£60,208",11-Jun-24,June,Q1,South West,Cornwall,Literature,"Above £30,000",
Shahaduz Zaman,DANCE OF THE SHIVA,"£28,418",11-Jun-24,June,Q1,South East,Crawley,Dance,"£30,000 and below",
Migration Museum Project,All Our Stories,"£39,130",11-Jun-24,June,Q1,London,Lewisham,Combined arts,"Above £30,000",
The Slough Job Creation Hub,Street Beats; Busking Bolevard,"£25,000",11-Jun-24,June,Q1,South East,Slough,Combined arts,"£30,000 and below",
Queer Youth Art Collective CIC,"Campaigns, Development, Exhibition RESUBMISSION","£55,000",11-Jun-24,June,Q1,London,Southwark,Combined arts,"Above £30,000",
Mark Croasdale,Barbara: Phase 2 R&D and Pilot Tour,"£49,998",11-Jun-24,June,Q1,North,Cheshire East,Theatre,"Above £30,000",
Steven Lawes,Who Where When Why How Wat Tyler - The Peasant's Revolt Art and Theatre Programme,"£22,981",11-Jun-24,June,Q1,South East,Southend-on-Sea,Combined arts,"£30,000 and below",
Sweet and Dandy,Coastal Currents & Audiotrope 2024,"£66,180",11-Jun-24,June,Q1,South East,Hastings,Combined arts,"Above £30,000",
Surrey Libraries,Surrey Youth Arts and Culture Festival,"£13,311",11-Jun-24,June,Q1,South East,Surrey Heath,Libraries,"£30,000 and below",Universal Library Offers
Upfest,Weston Wallz 2024,"£40,223",11-Jun-24,June,Q1,South West,"Bristol, City of",Visual arts,"Above £30,000",
Sabar Family,Sabar Family Workshop Series & Festival 2024,"£49,990",11-Jun-24,June,Q1,South West,"Bristol, City of",Combined arts,"Above £30,000",
Joseph Kendon,Brighton Jazz Festival - Ages on Stages,"£26,250",11-Jun-24,June,Q1,South East,Brighton and Hove,Music,"£30,000 and below",
Naked Frank Theatre Company,936 - R&D,"£29,820",11-Jun-24,June,Q1,South East,Dartford,Theatre,"£30,000 and below",
Adverse Camber Productions,Storytelling Pathways,"£29,488",12-Jun-24,June,Q1,Midlands,Derbyshire Dales,Literature,"£30,000 and below",
Keiren Hamilton-Amos,R&D of Hostile,"£22,825",12-Jun-24,June,Q1,Midlands,Birmingham,Theatre,"£30,000 and below",
Intercultured Festival CIC,Intercultured Festival 2024,"£28,000",12-Jun-24,June,Q1,North,Bradford,Combined arts,"£30,000 and below",
East Riding Local Cultural Education Partnership,Creativity Week,"£58,000",12-Jun-24,June,Q1,North,East Riding of Yorkshire,Combined arts,"Above £30,000",
Baby Panda Theatre,2024 Heidi Unilkely pre-production Exeter,"£6,810",12-Jun-24,June,Q1,London,Exeter,Theatre,"£30,000 and below",
Linda-Ray Ndlovu,Squidge Tour + Workshops,"£11,175",12-Jun-24,June,Q1,North,Leeds,Theatre,"£30,000 and below",
Afro Innovation Group,The Sound project,"£29,205",12-Jun-24,June,Q1,Midlands,Leicester,Music,"£30,000 and below",
Northern Rascals CIC,Reviving Her Creation and Development of New Show with Extensive Professional and Community Strands,"£48,500",12-Jun-24,June,Q1,North,Calderdale,Dance,"Above £30,000",
Linny Venables,Ice Cream Factory,"£26,467",12-Jun-24,June,Q1,North,Liverpool,Visual arts,"£30,000 and below",
Deco Publique,Vintage by the Sea - Outdoor Arts Festival 2024,"£39,000",12-Jun-24,June,Q1,North,Lancaster,Combined arts,"Above £30,000",
Matthew Wilde,'Figuring' Album Creation and Outreach,"£28,690",12-Jun-24,June,Q1,North,Trafford,Music,"£30,000 and below",
The Creative Seed CIC,Carnival Creates Change,"£49,900",12-Jun-24,June,Q1,North,South Tyneside,Combined arts,"Above £30,000",
Natasha Sutton Williams,RESUBMISSION Next Stage - R&D of disability and queer led musical with BSL integration,"£51,401",12-Jun-24,June,Q1,London,Islington,Theatre,"£30,000 and below",
YESYESNONO Productions,N ATION - new touring solo show & integrated youth engagement programme,"£13,501",12-Jun-24,June,Q1,London,Islington,Theatre,"£30,000 and below",
Robert Anderson,Triple Threat,"£18,635",12-Jun-24,June,Q1,North,Gateshead,Dance,"£30,000 and below",
Nick Fogg,Hill Stories 2024-25,"£25,288",12-Jun-24,June,Q1,Midlands,Shropshire,Combined arts,"£30,000 and below",
DANCE SIX-0,The Man Who Planted Trees,"£18,540",12-Jun-24,June,Q1,South West,Wiltshire,Dance,"£30,000 and below",
Arunima Kumar Dance Company,RESUBMISSION: Community Workshops and Organisational Development,"£23,050",12-Jun-24,June,Q1,London,Kensington and Chelsea,Dance,"£30,000 and below",
Jennifer Jackson,WRESTLELADSWRESTLE a project for women and girls: Full production & Organisational Development,"£63,635",12-Jun-24,June,Q1,North,Tameside,Theatre,"Above £30,000",
Buy Art Fair Ltd,The Manchester Contemporary 2024,"£79,000",12-Jun-24,June,Q1,North,High Peak,Visual arts,"Above £30,000",
Laura Sophie Helbig,4th application Staring at a White Wall R&D,"£18,034",12-Jun-24,June,Q1,North,Sheffield,Theatre,"£30,000 and below",
The Upper Norwood Library Trust,Upper Norwood Library Trust Creative Communities,"£25,082",12-Jun-24,June,Q1,London,Lambeth,Visual arts,"£30,000 and below",
Little Fish Theatre CIC,"RESUBMISSION Retour of ‘Cancelled’ to new schools/libraries in key areas of interest outside of London, supported by new outreach sessions & young creatives CPD.","£29,818",12-Jun-24,June,Q1,London,Greenwich,Theatre,"£30,000 and below",
Wentworth Woodhouse Preservation Trust,We Wonder 2024 and Rotherham Basant Festival,"£29,988",12-Jun-24,June,Q1,North,Rotherham,Combined arts,"£30,000 and below",
Barnsley Youth Choir,Barnsley Sings - BYC,"£24,144",12-Jun-24,June,Q1,North,Barnsley,Music,"£30,000 and below",
Middlesbrough Mela CIC,Mela 2024/25,"£80,000",12-Jun-24,June,Q1,North,Middlesbrough,Combined arts,"Above £30,000",
Mangrove Carnival Arts,Mangrove programme 2024,"£60,427",12-Jun-24,June,Q1,London,Kensington and Chelsea,Combined arts,"Above £30,000",
China Arts Ltd,2nd London International Chinese Music Festival,"£18,500",12-Jun-24,June,Q1,London,Croydon,Music,"£30,000 and below",
Popelei,PapayaFest 2024,"£25,060",12-Jun-24,June,Q1,South West,"Bristol, City of",Combined arts,"£30,000 and below",
Zoe Villiers,MIDDLEMARCH,"£25,790",12-Jun-24,June,Q1,London,Nuneaton and Bedworth,Combined arts,"£30,000 and below",
Rian Treanor,Electronic Music Club 24-25,"£29,850",12-Jun-24,June,Q1,North,Rotherham,Music,"£30,000 and below",
Aura Fonseca,Trans*Performativity,"£16,688",12-Jun-24,June,Q1,London,Lewisham,Dance,"£30,000 and below",
Emily Glaze,Becky with the Good Hair,"£11,997",12-Jun-24,June,Q1,Midlands,Telford and Wrekin,Theatre,"£30,000 and below",
AIDS MEMORY UK,AIDS Memory UK: Memorial Research and Development,"£29,999",12-Jun-24,June,Q1,London,Camden,Visual arts,"£30,000 and below",
Bajan Rumshop Cultural Club,A Seafarer’s Celebration,"£23,130",12-Jun-24,June,Q1,London,Westminster,Combined arts,"£30,000 and below",
Arts Derbyshire CIO,New Horizons,"£99,900",13-Jun-24,June,Q1,Midlands,Derby,Combined arts,"Above £30,000",
